Simulation Time,Red_delay,Pie_delay,CoDel_delay,FqCoDel_delay,Cobalt_delay,dAQM9_delay,dAQM10_delay,dAQM11_delay
20.5,3686.91,4055.31,3360.47,4298.58,2525.29,3995.59,4082.43,4352.56
20.6,3686.39,4060.68,3355.35,4298.74,2522.13,3992.86,4081.01,4351.74
20.7,3685.94,4067.48,3350.4,4295.64,2519.37,3991.04,4079.99,4354.35
20.8,3685.3,4074.35,3344.94,4290.94,2515.42,3989.9,4077.85,4355.59
20.9,3684.6,4076.64,3340.91,4286.82,2512.8,3988.09,4076.25,4363.74
21.0,3683.98,4092.23,3335.83,4290.64,2508.88,3986.95,4075.35,4365.78
21.1,3682.14,4096.57,3328.97,4286.5,2504.05,3986.08,4074.33,4365.08
21.2,3681.5,4112.29,3324.54,4283.88,2501.06,3985.27,4073.23,4365.16
21.3,3680.88,4121.11,3321.47,4282.84,2497.12,3984.24,4072.46,4365.02
21.4,3680.61,4125.86,3317.49,4284.75,2492.01,3982.8,4071.28,4364.06
21.5,3680.14,4129.06,3311.99,4290.2,2487.31,3981.04,4070.47,4363.47
21.6,3679.53,4134.23,3307.22,4291.51,2483.68,3980.01,4068.06,4363.18
21.7,3679.06,4135.46,3300.21,4290.0,2480.14,3978.71,4066.35,4362.66
21.8,3678.66,4135.03,3296.05,4291.08,2476.88,3978.24,4065.2,4365.29
21.9,3678.1,4134.13,3292.03,4298.1,2473.74,3976.76,4063.72,4369.62
22.0,3677.62,4137.55,3289.3,4301.61,2470.23,3974.98,4062.71,4369.68
22.1,3676.86,4137.37,3284.66,4302.28,2468.06,3973.57,4061.41,4369.56
22.2,3676.12,4138.9,3282.15,4301.23,2465.72,3972.96,4060.4,4369.61
22.3,3675.96,4145.15,3277.88,4300.12,2463.64,3972.48,4059.5,4371.68
22.4,3675.67,4144.01,3275.44,4299.79,2461.29,3971.13,4058.49,4377.23
22.5,3675.67,4144.29,3271.75,4298.18,2457.86,3969.39,4056.99,4377.31
22.6,3675.44,4145.75,3268.61,4302.13,2454.99,3967.27,4055.14,4380.54
22.7,3675.32,4148.23,3265.07,4301.06,2452.24,3965.57,4054.15,4381.1
22.8,3675.03,4151.64,3260.78,4301.24,2449.93,3964.23,4053.76,4384.23
22.9,3674.53,4153.78,3256.9,4299.28,2446.7,3963.01,4052.79,4383.84
23.0,3673.89,4174.73,3254.06,4296.32,2443.16,3961.83,4051.89,4384.5
23.1,3673.55,4174.1,3251.61,4293.25,2441.56,3960.73,4050.3,4387.56
23.2,3673.24,4174.85,3248.52,4291.64,2439.53,3959.38,4049.06,4391.07
23.3,3672.86,4177.53,3244.76,4289.99,2437.27,3958.79,4047.69,4397.09
23.4,3672.56,4192.58,3239.54,4284.42,2434.18,3957.51,4047.15,4402.69
23.5,3672.14,4192.43,3233.69,4279.06,2431.12,3956.57,4045.87,4406.24
23.6,3671.11,4195.47,3228.79,4276.59,2428.35,3955.56,4044.79,4408.28
23.7,3670.67,4196.96,3224.52,4274.98,2426.58,3953.82,4043.77,4412.48
23.8,3670.5,4197.28,3221.36,4272.56,2425.24,3952.51,4042.3,4414.83
23.9,3670.03,4201.08,3217.92,4279.43,2422.11,3951.05,4041.16,4418.78
24.0,3669.78,4201.4,3214.88,4278.27,2419.97,3950.13,4039.78,4420.63
24.1,3669.12,4203.87,3211.63,4281.1,2417.81,3949.62,4038.79,4424.28
24.2,3668.49,4205.48,3208.57,4282.31,2416.18,3948.54,4037.95,4428.25
24.3,3667.67,4205.68,3205.75,4276.42,2413.11,3946.63,4037.13,4429.68
24.4,3667.39,4205.79,3202.62,4266.71,2410.28,3944.57,4037.09,4433.49
24.5,3666.95,4205.83,3200.66,4260.34,2407.6,3943.62,4036.67,4434.45
24.6,3665.84,4208.2,3198.25,4267.3,2405.16,3943.12,4035.66,4435.62
