Simulation Time,Red_fct,Pie_fct,CoDel_fct,FqCoDel_fct,Cobalt_fct,dAQM9_fct,dAQM10_fct,dAQM11_fct
22.6,14.3363,18.0847,20.7556,18.4967,20.5367,16.6899,17.1704,17.886
22.7,14.3477,18.1458,20.8185,18.6104,20.5798,16.7202,17.1911,17.9609
22.8,14.3676,18.2201,20.9012,18.7033,20.6158,16.7494,17.196,18.0175
22.9,14.3891,18.2893,20.9804,18.7682,20.6984,16.783,17.2323,18.0637
23.0,14.3955,18.5479,21.0371,18.9219,20.768,16.8234,17.2535,18.0887
23.1,14.4032,18.6701,21.1239,19.055,20.8306,16.8553,17.2854,18.1224
23.2,14.423,18.7767,21.208,19.1049,20.9137,16.8947,17.3093,18.1746
23.3,14.4317,18.8846,21.2972,19.1785,20.9944,16.9442,17.3351,18.2939
23.4,14.4403,19.0231,21.4386,19.3206,21.0813,16.9785,17.3583,18.391
23.5,14.452,19.0743,21.5607,19.3834,21.2147,17.0012,17.3786,18.453
23.6,14.4974,19.0979,21.6601,19.4846,21.2793,17.0521,17.4185,18.4658
23.7,14.5011,19.2317,21.7639,19.6237,21.3499,17.0883,17.4377,18.5329
23.8,14.5125,19.2531,21.8075,19.7218,21.3761,17.1104,17.47,18.6419
23.9,14.5467,19.3085,21.882,19.827,21.4473,17.1606,17.5393,18.6732
24.0,14.5479,19.3311,21.9569,20.0937,21.5057,17.1882,17.5769,18.719
24.1,14.5663,19.4081,22.1498,20.2011,21.5663,17.2593,17.6561,18.7454
24.2,14.5887,19.4406,22.2181,20.3066,21.6464,17.3057,17.6811,18.7881
24.3,14.6121,19.4809,22.3095,20.4159,21.7285,17.3901,17.7011,18.7932
24.4,14.6193,19.5088,22.3994,20.5616,21.8091,17.4439,17.7399,18.8403
24.5,14.6395,19.5162,22.4449,20.6379,21.9173,17.5608,17.7698,18.8978
24.6,14.7038,19.5837,22.497,20.8966,21.9929,17.5853,17.8047,18.9043
24.7,14.7053,19.7098,22.6056,21.009,22.0924,17.6607,17.8368,18.9639
24.8,14.7136,19.757,22.6414,21.1118,22.1432,17.7787,17.8648,19.1035
24.9,14.7202,19.7679,22.6981,21.3361,22.23,17.9313,17.9424,19.1686
25.0,14.724,19.8164,22.8051,21.5422,22.3737,18.0085,18.0779,19.2521
25.1,14.7354,19.8377,22.919,21.8005,22.4331,18.1411,18.0949,19.2735
25.2,14.753,19.8517,23.1317,21.818,22.4807,18.2808,18.1063,19.3056
25.3,14.7777,19.8797,23.3044,21.8827,22.5812,18.3027,18.1154,19.363
25.4,14.8262,19.9223,23.431,22.1894,22.6471,18.3459,18.3408,19.3972
25.5,14.8279,20.0528,23.4666,22.3107,22.6849,18.4409,18.4048,19.42
25.6,14.8355,20.1044,23.566,22.5226,22.7705,18.6153,18.509,19.4238
25.7,14.8368,20.1285,23.6581,22.7357,22.8832,18.8274,18.7494,19.497
25.8,14.9148,20.1588,23.7395,22.8055,23.0224,18.931,18.8204,19.5768
25.9,14.9176,20.2679,23.8679,23.0078,23.069,18.9776,18.8631,19.597
26.0,14.9407,20.3598,23.9086,23.1729,23.1314,19.0468,19.0256,19.6279
26.1,14.9564,20.3925,23.9497,23.4566,23.2151,19.1424,19.0613,19.6899
26.2,14.9979,20.4568,23.9947,23.6071,23.3523,19.3018,19.1557,19.7027
26.3,14.9994,20.603,24.1354,23.7977,23.4402,19.6264,19.2588,19.7092
26.4,15.0,20.6791,24.185,23.9052,23.5462,19.6693,19.4337,19.7206
26.5,15.0117,20.7611,24.2741,23.9691,23.6547,19.6963,19.5363,19.7677
26.6,15.0471,20.8436,24.3301,24.3532,23.7697,19.7214,19.6431,19.7713
26.7,15.0611,20.8975,24.415,24.3894,23.8294,19.811,19.8568,19.8887
26.8,15.0858,20.9597,24.473,24.5083,23.8863,19.9398,19.8828,19.972
26.9,15.1003,20.9716,24.5057,24.7232,23.961,20.0066,20.0237,20.0031
27.0,15.1162,21.0336,24.6248,24.8773,24.0144,20.0524,20.1039,20.0808
27.1,15.1261,21.102,24.7068,25.0401,24.1429,20.0958,20.137,20.2436
27.2,15.1391,21.2257,24.809,25.2213,24.275,20.1306,20.1565,20.2547
27.3,15.1466,21.3423,24.9057,25.3204,24.4662,20.175,20.1863,20.2679
27.4,15.1497,21.3913,24.9322,25.4108,24.5293,20.2068,20.2645,20.2735
27.5,15.1682,21.442,25.0825,25.4938,24.5789,20.2376,20.2753,20.309
27.6,15.1691,21.5642,25.2518,25.6095,24.6496,20.2895,20.2956,20.3256
27.7,15.1824,21.5956,25.3892,25.743,24.7557,20.3305,20.3299,20.402
27.8,15.2021,21.6495,25.4823,25.8306,24.8394,20.3727,20.3773,20.4092
27.9,15.2127,21.6864,25.5894,26.0339,24.909,20.4144,20.4057,20.4379
28.0,15.2182,21.7159,25.6575,26.1199,25.0079,20.4386,20.4284,20.4511
28.1,15.2468,21.7935,25.7726,26.2647,25.114,20.4639,20.4814,20.4739
28.2,15.2595,21.8582,25.8314,26.3776,25.2245,20.4798,20.5357,20.4949
28.3,15.2708,21.906,25.8966,26.4505,25.3484,20.5129,20.5438,20.6189
28.4,15.2885,21.9485,26.0115,26.5812,25.4713,20.5356,20.5893,20.7018
28.5,15.3054,22.0562,26.0731,26.7244,25.4942,20.5925,20.6271,20.7358
28.6,15.3181,22.0874,26.1508,26.8456,25.6254,20.6441,20.6616,20.7489
28.7,15.3321,22.0991,26.2265,26.932,25.6885,20.6662,20.722,20.839
28.8,15.3502,22.1233,26.2723,26.9713,25.7677,20.7084,20.7818,20.8416
28.9,15.3571,22.2121,26.3031,27.0275,25.9231,20.7353,20.8091,20.8508
29.0,15.3783,22.2778,26.3873,27.1064,26.032,20.7739,20.8492,20.8779
29.1,15.3888,22.3238,26.4844,27.2101,26.1701,20.8272,20.8683,20.9769
29.2,15.4046,22.4072,26.5896,27.3137,26.2212,20.8507,20.9909,21.0015
29.3,15.419,22.4317,26.6275,27.4009,26.2452,20.8623,21.0157,21.1105
29.4,15.4382,22.4445,26.727,27.5381,26.311,20.9395,21.3617,21.1324
29.5,15.44,22.5114,26.7595,27.6312,26.3696,20.9639,21.8942,21.1563
29.6,15.4598,22.5375,26.8233,27.7384,26.4245,21.0229,22.0752,21.3585
29.7,15.5596,22.5477,26.94,27.8724,26.5581,21.0359,22.2017,21.4432
29.8,15.5791,22.6119,27.0623,28.0098,26.6302,21.0924,22.4748,21.6939
29.9,15.5881,22.7047,27.1422,28.0411,26.6922,21.1144,22.5503,21.9584
30.0,15.6025,22.8625,27.2446,28.3159,26.7332,21.1264,22.6585,22.1355
30.1,15.6105,22.8888,27.2917,28.4107,26.847,21.1472,22.6768,22.389
30.2,15.6255,22.9089,27.3496,28.5035,26.9746,21.19,22.717,22.722
30.3,15.6317,22.9347,27.4171,28.6736,27.0381,21.2013,22.8094,22.7384
30.4,15.6425,23.0192,27.4949,28.7784,27.0806,21.2588,22.8675,23.0945
30.5,15.6544,23.0723,27.6365,28.9312,27.1335,21.2957,22.9181,23.4063
30.6,15.6591,23.0879,27.7091,29.0517,27.2434,21.3283,22.9854,23.5842
30.7,15.6614,23.1124,27.7871,29.2144,27.2796,21.3681,23.0172,23.9034
30.8,15.6837,23.1414,27.8581,29.3415,27.4258,21.3839,23.0778,24.1251
30.9,15.6988,23.1935,27.9028,29.4392,27.4568,21.4413,23.1788,24.4961
31.0,15.7395,23.2406,27.9685,29.52,27.4858,21.4555,23.2246,24.8272
31.1,15.7453,23.3336,28.0266,29.5847,27.5164,21.481,23.343,25.0278
31.2,15.7693,23.398,28.1534,29.6502,27.6079,21.5244,23.3678,25.0744
31.3,15.7927,23.4538,28.2008,29.8824,27.7334,21.6268,23.4196,25.2573
