Simulation Time,Red_sj,Pie_sj,CoDel_sj,FqCoDel_sj,Cobalt_sj,dAQM9_sj,dAQM10_sj,dAQM11_sj
9.20187,0,0,0,0,0,0,0,0
9.20213,0,0,0,0,0,0,0,0
9.20243,0,0,0,0,0,0,0,0
9.20293,0,0,0,0,0,0,0,0
9.2032,0,0,0,0,0,0,0,0
9.20457,0,0,0,0,0,0,0,0
9.20659,0,0,0,0,0,0,0,0
9.20893,0,0,0,0,0,0,0,0
9.20933,0,0,0,0,0,0,0,0
9.2096,0,0,0,0,0,0,0,0
9.2104,0,0,0,0,0,0,0,0
9.21067,0,0,0,0,0,0,0,0
9.21127,0,0,0,0,0,0,0,0
9.21365,0,0,0,0,0,0,0,0
9.21582,0,0,0,0,0,0,0,0
9.2168,0,0,0,0,0,0,0,0
9.21707,0,0,0,0,0,0,0,0
9.21787,0,0,0,0,0,0,0,0
9.21787,0,0,0,0,0,0,0,0
9.21814,0,0,0,0,0,0,0,0
9.22005,0,0,0,0,0,0,0,0
9.22221,0,0,0,0,0,0,0,0
9.22425,0,0,0,0,0,0,0,0
9.22427,0,0,0,0,0,0,0,0
9.22453,0,0,0,0,0,0,0,0
9.22533,0,0,0,0,0,0,0,0
9.2256,0,0,0,0,0,0,0,0
9.22631,0,0,0,0,0,0,0,0
9.22857,0,0,0,0,0,0,0,0
9.23063,0,0,0,0,0,0,0,0
9.23173,0,0,0,0,0,0,0,0
9.232,0,0,0,0,0,0,0,0
9.23277,0,0,0,0,0,0,0,0
9.2328,0,0,0,0,0,0,0,0
9.23307,0,0,0,0,0,0,0,0
9.23491,0,0,0,0,0,0,0,0
9.23708,0,0,0,0,0,0,0,0
9.23914,0,0,0,0,0,0,0,0
9.2392,0,0,0,0,0,0,0,0
9.23947,0,0,0,0,0,0,0,0
9.24027,0,0,0,0,0,0,0,0
9.24054,0,0,0,0,0,0,0,0
9.24137,0,0,0,0,0,0,0,0
9.2435,0,0,0,0,0,0,0,0
9.2456,0,0,0,0,0,0,0,0
9.24667,0,0,0,0,0,0,0,0
9.24693,0,0,0,0,0,0,0,0
9.24767,0,0,0,0,0,0,0,0
9.24773,0,0,0,0,0,0,0,0
9.248,0,0,0,0,0,0,0,0
9.24992,0,0,0,0,0,0,0,0
9.25207,0,0,0,0,0,0,0,0
9.25413,0,0,0,0,0,0,0,0
9.25417,0,0,0,0,0,0,0,0
9.2544,0,0,0,0,0,0,0,0
9.2552,0,0,0,0,0,0,0,0
9.25547,0,0,0,0,0,0,0,0
9.25625,0,0,0,0,0,0,0,0
9.25867,0,0,0,0,0,0,0,0
9.26076,0,0,0,0,0,0,0,0
9.2616,0,0,0,0,0,0,0,0
9.26187,0,0,0,0,0,0,0,0
9.26267,0,0,0,0,0,0,0,0
9.26278,0,0,0,0,0,0,0,0
9.26294,0,0,0,0,0,0,0,0
9.26482,0,0,0,0,0,0,0,0
9.26688,0,0,0,0,0,0,0,0
9.26907,0,0,0,0,0,0,0,0
9.26915,0,0,0,0,0,0,0,0
9.26933,0,0,0,0,0,0,0,0
9.27013,0,0,0,0,0,0,0,0
9.2704,0,0,0,0,0,0,0,0
9.27116,0,0,0,0,0,0,0,0
9.27351,0,0,0,0,0,0,0,0
9.27553,0,0,0,0,0,0,0,0
9.27653,0,0,0,0,0,0,0,0
9.2768,0,0,0,0,0,0,0,0
9.2776,0,0,0,0,0,0,0,0
9.2776,0,0,0,0,0,0,0,0
